Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,fusiform,Pairwise,0.015586843738144784,,298051
ce_kozachenko,lateraloccipital,fusiform,Pairwise,1.4356102738392393,,298051
cce_kozachenko,lateraloccipital,fusiform,Pairwise,6.7039791659066115,,298051
entropy_kozachenko,pericalcarine,pericalcarine,Single-process,1.382069248247415,pericalcarine,298051
AIS_kraskov,pericalcarine,pericalcarine,Single-process,0.42737820700346774,pericalcarine,298051
je_kozachenko,lateraloccipital,pericalcarine,Pairwise,2.8623931889326664,,298051
si_kozachenko_k-1,lateraloccipital,pericalcarine,Pairwise,0.15489239454909276,,298051
mi_kraskov_NN-4,lateraloccipital,pericalcarine,Pairwise,0.04474439860647372,,298051
tlmi_kraskov_NN-4,lateraloccipital,pericalcarine,Pairwise,0.020297431303182734,,298051
di_kozachenko,lateraloccipital,pericalcarine,Pairwise,0.6087344332093423,,298051
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,pericalcarine,Pairwise,0.00018702896753535817,,298051
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,pericalcarine,Pairwise,0.01878879823426738,,298051
ce_kozachenko,lateraloccipital,pericalcarine,Pairwise,1.4328080765124231,,298051
cce_kozachenko,lateraloccipital,pericalcarine,Pairwise,5.292919365604854,,298051
entropy_kozachenko,temporalpole,temporalpole,Single-process,1.4776789949788007,temporalpole,298051
AIS_kraskov,temporalpole,temporalpole,Single-process,0.023385573528784676,temporalpole,298051
je_kozachenko,lateraloccipital,temporalpole,Pairwise,2.8444114242371,,298051
si_kozachenko_k-1,lateraloccipital,temporalpole,Pairwise,-0.025453150401120173,,298051
mi_kraskov_NN-4,lateraloccipital,temporalpole,Pairwise,-0.0006765545004885354,,298051
tlmi_kraskov_NN-4,lateraloccipital,temporalpole,Pairwise,-0.00635027111278319,,298051
